	artist	title	year
61	CHARLIE WINSTON	IN YOUR HANDS	2009
62	PASCAL OBISPO	LE DRAPEAU	2009
63	SIXCO	LA MUSIQUE DANS LA PEAU	2009
64	LAURENT WOLF	SEVENTIES	2009
65	LADY GAGA	EH EH (NOTHING ELSE I CAN SAY)	2009
66	MILOW	AYO TECHNOLOGY	2009
67	NAJOUA BELYZEL	LA BIENVENUE	2009
68	AKON	I'M SO PAID	2009
69	AKON	RIGHT NOW (NA NA NA)	2009
70	MARIAH CAREY	OBSESSED	2009
71	LAURENT WOLF	WALK THE LINE-REMIX	2009
72	SARAH MICHELLE	JE VEUX VIVRE	2009
73	QUENTIN MOSIMANN	IL Y A JE T'AIME ET JE T'AIME	2009
74	ANTOINE CLAMARAN	GOLD	2009
75	SHERYFA LUNA	JE REVIENDRAI	2009
76	BOF	LITTLE SISTER	2009
77	MIKA	RAIN	2009
78	KING KUDURO & OBED	IL FAUT DANSER	2009
79	KIDTONIK	LE MEGAMIX	2009
80	MADCON	BEGGIN	2009
81	EMMANUEL MOIRE	ADULTE & SEXY	2009
82	EMINEM	WE MADE YOU	2009
83	COLLECTIF METISSE	ON NEST PAS COUCHE !	2009
84	U2	MAGNIFICENT	2009
85	U2	GET ON YOUR BOOTS	2009
86	BEIRUT	MARCH OF THE ZAPOTEC	2009
87	FLO RIDA & WYNTER	SUGAR	2009
88	PARAMORE	DECODE	2009
89	ROBBIE WILLIAMS	BODIES	2009
90	CIDINHO & DOCA	RAP DAS ARMAS	2009
91	LADY GAGA	PAPARAZZI	2009
92	DISCOBITCH	C'EST BEAU LA BOURGEOISIE	2009
93	TAYLOR SWIFT	LOVE STORY	2009
94	PATRICK SEBASTIEN	ON VOUDRAIT DES SOUS	2009
95	CIARA & JUSTIN TIMBERLAKE	LOVE SEX MAGIC	2009
96	MARIAH CAREY	I WANT TO KNOW WHAT LOVE IS	2009
97	KENZA FARAH	J'ESSAIE ENCORE	2009
98	TOKIO HOTEL	AUTOMATISCH	2009
99	MYLENE FARMER	APPELLE MON NUMERO	2009
0	RENE LA TAUPE	MIGNON MIGNON	2010
1	SHAKIRA FEATURING FRESHLYGROUND	WAKA WAKA (THIS TIME FOR AFRICA) (THE 2010 OFFICIAL FIFA WORLD CUP SONG)	2010
2	STROMAE	ALORS ON DANSE	2010
3	JUSTIN BIEBER	BABY	2010
4	CHRISTOPHE MAE	DINGUE DINGUE DINGUE	2010
5	MYLENE FARMER	OUI MAIS... NON	2010
6	JESSY MATADOR	ALLEZ OLA OLE	2010
7	K'NAAN FEAT FEFE	WAVIN FLAG	2010
8	KESHA	TIK TOK	2010
9	COEUR DE PIRATE	POUR UN INFIDELE	2010
10	LADY GAGA	BAD ROMANCE	2010
11	YOLANDA BE COOL	WE NO SPEAK AMERICANO	2010
12	COLLECTIF METISSE	DEBOUT POUR DANSER	2010
13	INNA	AMAZING	2010
14	EDWARD MAYA FEATURING VIKA JIGULINA	STEREO LOVE	2010
15	ISRAEL KAMAKAWIWOOLE	OVER THE RAINBOW	2010
16	RIHANNA	ONLY GIRL (IN THE WORLD)	2010
17	TAIO CRUZ	BREAK YOUR HEART	2010
18	EDWARD MAYA FEATURING VIKA JIGULINA	THIS IS MY LIFE	2010
19	KATY PERRY	CALIFORNIA GURLS	2010
20	MOHOMBI	BUMPY RIDE	2010
21	INNA	HOT	2010
22	LUCENZO	VEM DANCAR KUDURO	2010
23	JENA LEE	JAIMERAIS TELLEMENT	2010
24	DAVID GUETTA	GETTIN OVER YOU	2010
25	ENRIQUE IGLESIAS	I LIKE IT	2010
26	RENE LA TAUPE	TU PARLES TROP	2010
27	DAVID GUETTA	MEMORIES	2010
28	THE BLACK EYED PEAS	MEET ME HALFWAY	2010
29	LADY GAGA	TELEPHONE	2010
30	LADY GAGA	ALEJANDRO	2010
31	OMAR ET FRED	BLEU BLANC ROUGE	2010
32	KATY PERRY & TIMBALAND	IF WE EVER MEET AGAIN	2010
33	JENA LEE	JE ME PERDS	2010
34	EMINEM	LOVE THE WAY YOU LIE	2010
35	RIHANNA	RUSSIAN ROULETTE	2010
36	KYLIE MINOGUE	ALL THE LOVERS	2010
37	MIKA	RAIN	2010
38	GAETAN ROUSSEL	HELP MYSELF (NOUS NE FAISONS QUE PASSER)	2010
39	TAIO CRUZ	DYNAMITE	2010
40	THE BLACK EYED PEAS	ROCK THAT BODY	2010
41	JOHNNY HALLYDAY	ET MAINTENANT	2010
42	UN GESTE POUR HAITI CHERIE	1 GESTE POUR HAITI CHERIE	2010
43	JENA LEE	DU STYLE	2010
44	JUSTIN BIEBER	ONE TIME	2010
45	INNA	DEJA VU	2010
46	SHAKIRA	LOCA	2010
47	COLLECTIF METISSE	COLLECTIF METISSE	2010
48	MILEY CYRUS	PARTY IN THE USA	2010
49	ESPOIR POUR HAÏTI	DESOLE	2010
50	BB BRUNES	LALALOVE YOU	2010
51	JAY Z	EMPIRE STATE OF MIND	2010
52	KLAAS MEETS HADDAWAY	WHAT IS LOVE 2K9	2010
53	TOM FRAGER	GIVE ME THAT LOVE	2010
54	RIHANNA	RUDE BOY	2010
55	GERALDINE NAKACHE & LEILA BEKHTI	CHANSON SUR UNE DROLE DE VIE	2010
56	USHER	DJ GOT US FALLIN IN LOVE	2010
57	IYAZ	REPLAY	2010
58	DUCK SAUCE	BARBRA STREISAND	2010
59	EDALAM	FOLLOW DE LEADER	2010
60	LADY GAGA	PAPARAZZI	2010
61	MULTI-INTERPRETES	MOZART OPERA ROCK/LE BIEN QUI FAIT MAL	2010
62	REMADY P&R	NO SUPERSTAR	2010
63	KENZA FARAH	LA OU TU VAS	2010
64	MR KINGSIZE FEAT DR YUGO	LE PAPAPA STYLE	2010
65	KLAAS	OUR OWN WAY	2010
66	MULTI INTERPRETES	GRAND GALOP - HELLO WORLD	2010
67	JASON DERULO	WHATCHA SAY	2010
68	DIVERS	HYMNE FRANCE/SINGLE+DRAPEAU	2010
69	CHERYL COLE	FIGHT FOR THIS LOVE	2010
70	REMADY	GIVE ME A SIGN	2010
71	TIMBALAND	MORNING AFTER DARK	2010
72	PZK	COMME CA	2010
73	MARTIN SOLVEIG	HELLO	2010
74	OWL CITY	FIREFLIES	2010
75	LAURENT WOLF	SURVIVE	2010
76	HELMUT FRITZ	CA GERE	2010
77	SARAH RIANI	INTOUCHABLE	2010
78	CASCADA	FEVER	2010
79	ANTOINE CLAMARAN FEAT. SORAYA	LIVE YOUR DREAMS	2010
80	JAY SEAN	DOWN	2010
81	DIVERS	HYMNE PORTUGAL/SINGLE+DRAPEAU	2010
82	BEBE LILLY	BIG BISOU	2010
83	PH ELECTRO	SAN FRANSISCO	2010
84	VV BROWN	SHARK IN THE WATER	2010
85	MILEY CYRUS	CANT BE TAMED	2010
86	JUNIOR CALDERA	CANT FIGHT THIS FEELING	2010
87	JEAN-ROCH	MY LOVE IS OVER	2010
88	BEBE LILLY	1, 2, 3	2010
89	OCEAN DRIVE	BECAUSE (CONNECTE TOI)	2010
90	BEBE LILLY	DUR DUR D ETRE UN BEBE	2010
91	EMMANUEL MOIRE	SANS DIRE UN MOT	2010
92	CASCADA	PYROMANIA	2010
93	GULLIA	DE LEAU	2010
94	DIVERS	HYMNE ALGERIE/SINGLE+DRAPEAU	2010
95	TRAIN	HEY, SOUL SISTER	2010
96	EXAMPLE	WONT GO QUIETLY	2010
97	KIDTONIK	TRAVERSER LA NUIT	2010
98	TINO ROSSI	PETIT PAPA NOEL - MINUIT, CHRETIENS	2010
99	CLARA CHOCOLAT	LA DANSE DE CLARA	2010
0	ISRAEL KAMAKAWIWOOLE	OVER THE RAINBOW	2011
1	M. POKORA	A NOS ACTES MANQUÉS	2011
2	MOUSSIER TOMBOLA	LOGOBITOMBO	2011
3	MYLENE FARMER	LONELY LISA	2011
4	COLONEL REYEL	CELUI	2011
5	MAGIC SYSTEM	CHÉRIE COCO	2011
6	COLLECTIF METISSE	LAISSE TOMBER TES PROBLEMES	2011
7	SHAKIRA	LOCA	2011
8	INNA	SUN IS UP	2011
9	PITBULL FEATURING MARC ANTHONY	RAIN OVER ME	2011
10	MYLENE FARMER	BLEU NOIR	2011
11	LUCENZO	DANZA KUDURO	2011
12	THE BLACK EYED PEAS	THE TIME (DIRTY BIT)	2011
13	MAGIC SYSTEM	AMBIANCE À LAFRICAINE	2011
14	MYLENE FARMER	OUI MAIS... NON	2011
15	DAVID GUETTA	WHOS THAT CHICK	2011
16	PITBULL	GIVE ME EVERYTHING	2011
17	MIKA	ELLE ME DIT	2011
18	SNOOP DOGG	SWEAT (SNOOP DOGG VS. DAVID GUETTA) [REMIX]	2011
19	THE BLACK EYED PEAS	JUST CANT GET ENOUGH	2011
20	TAIO CRUZ	HIGHER	2011
21	ALEXANDRA STAN	MR. SAXOBEAT	2011
22	LMFAO	PARTY ROCK ANTHEM	2011
23	GUILLAUME GRAND	TOI ET MOI	2011
24	FICO GARY	LE MEME QUE MOI	2011
25	RENE LA TAUPE	OU LA LA	2011
26	LOGOBI GT FEAT BB MODEL	ELLE DANSE SEXY	2011
27	SHAKIRA	RABIOSA	2011
28	INNA MODJA	FRENCH CANCAN/M STE NITOUCHE	2011
29	DAVID GUETTA	WHERE THEM GIRLS AT (FEAT. NICKI MINAJ & FLO RIDA)	2011
30	LADY GAGA	BORN THIS WAY	2011
31	BRITNEY SPEARS	I WANNA GO	2011
32	COLLECTIF METISSE	SEXY LADY	2011
33	KATY PERRY	FIREWORK	2011
34	ELISA TOVATI & TOM DICE	IL NOUS FAUT	2011
35	JESSIE J	PRICE TAG	2011
36	ENRIQUE IGLESIAS	HEARTBEAT	2011
37	DAVID GUETTA	LITTLE BAD GIRL (FEAT.TAIO CRUZ & LUDACRIS)	2011
38	DAVID GUETTA	WITHOUT YOU (FEAT.USHER) [REMIXES]	2011
39	AMAURY VASSILI	SOGNU	2011
40	MERWAN RIM	VOUS	2011
41	RIHANNA	ONLY GIRL (IN THE WORLD)	2011
42	TLF/CORNEILLE	LE MEILLEUR DU MONDE	2011
43	INNA	CLUB ROCKER	2011
44	ENRIQUE IGLESIAS	TONIGHT (IM F***IN YOU) / TONIGHT (IM LOVIN YOU)	2011
45	BRITNEY SPEARS	TILL THE WORLD ENDS	2011
46	COLDPLAY	EVERY TEARDROP IS A WATERFALL	2011
47	ANAIS DELVA	DRACULA/1, 2, 3	2011
48	LOLITA	JOLI GARCON	2011
49	NADIA ALI	RAPTURE	2011
50	RENE LA TAUPE	TU PARLES TROP	2011
51	USHER	MORE (REDONE JIMMY JOKER REMIX)	2011
52	INNA	10 MINUTES	2011
53	CORNEILLE	LE JOUR APRES LA FIN DU MONDE	2011
54	MOHOMBI	DIRTY SITUATION	2011
55	MATADOR JESSY	DANSEZ	2011
56	BE WIZU	GENERATION T.E.X.T.O	2011
57	LISA ANGELL	JAI BESOIN DE PARLER	2011
58	RENE LA TAUPE/ALVIN ET LES CHIPMUNKS	ROCK LA VIE	2011
59	LANA DEL REY	VIDEO GAMES	2011
60	DUCK SAUCE	BARBRA STREISAND	2011
61	COLLECTIF METISSE	LETE TOUTE LANNEE	2011
62	LUCENZO	BAILA MORENA	2011
63	BETH DITTO	EP	2011
64	MUTTONHEADS	TRUST YOU AGAIN	2011
65	ADAM LAMBERT	WHATAYA WANT FROM ME	2011
66	TINO ROSSI	PETIT PAPA NOEL - MINUIT, CHRETIENS	2011
67	BEBE LILLY	BETISES/DOUDOU JE T AIME (LES)	2011
68	CRUSH & ALEXANDRA	I NEED YOU MORE	2011
69	INNA	UN MOMENTO	2011
70	BLONDY ALPHA	VUVUZELA	2011
71	MARTIN SOLVEIG	HELLO	2011
72	ESKEMO	OUBLIE-MOI	2011
73	MICKAEL MIRO	LHORLOGE TOURNE	2011
74	MATADOR JESSY	GALERA FEAT.KUDURO	2011
75	BEBE LILLY	PETIT PAPA NOËL	2011
76	GLEE CAST	GLEE: THE MUSIC, THE POWER OF MADONNA	2011
77	USHER	DJ GOT US FALLIN IN LOVE	2011
78	AYLIN PRANDI	24 000 BACI	2011
79	MIKE POSNER	COOLER THAN ME	2011
80	MOHOMBI	BUMPY RIDE	2011
81	ISIS FIGARO	SALSA LATINE TROPICALE	2011
82	FAR EAST MOVEMENT	LIKE A G6	2011
83	STROMAE	PEACE OR VIOLENCE	2011
84	CHRIS BROWN	BEAUTIFUL PEOPLE	2011
85	DEPECHE MODE	PERSONAL JESUS 2011	2011
86	TIM BERG	SEEK BROMANCE	2011
87	BIG ALI	DISTRESS SENDING OUT AN SOS	2011
88	MORANDI	ANGELS (LOVE IS THE ANSWER - RLS REMIXES)	2011
89	BE WIZU	CEST PLUS MARRANT	2011
90	GLEE CAST	GLEE: THE MUSIC, JOURNEY TO REGIONALS	2011
91	SERGE GAINSBOURG	COMME UN BOOMERANG	2011
92	HELMUT FRITZ	PETIT PAPA NOEL	2011
93	MON VIER	C EST LA CRISE	2011
94	LOGOBI GT	GATER LE KOIN	2011
95	RENE LA TAUPE	MIGNON MIGNON	2011
96	CAROLINE COSTA	QUI JE SUIS	2011
97	JULIAN PERRETTA	WONDER WHY	2011
98	KAT DELUNA	PUSH PUSH	2011
99	REMADY	DO IT ON MY OWN	2011
0	MICHEL TELO	AI SE EU TE PEGO	2012
1	GOTYE	SOMEBODY THAT I USED TO KNOW	2012
2	Carly Rae Jepsen	Call Me Maybe	2012
3	Psy	Gangnam Style	2012
4	ADELE	SKYFALL	2012
5	LYKKE LI	I FOLLOW RIVERS	2012
6	LANA DEL REY	VIDEO GAMES	2012
7	SHAKIRA	JE LAIME A MOURIR	2012
8	SEXION D ASSAUT	AVANT QU ELLE PARTE	2012
9	RIHANNA	DIAMONDS	2012
10	ASAF AVIDAN THE MOJOS	ONE DAY RECKONING SONG	2012
11	BIRDY	SKINNY LOVE	2012
12	TACABRO	TACATA	2012
13	GUSTTAVO LIMA	BALADA	2012
14	ADELE	SOMEONE LIKE YOU	2012
15	C2C	DOWN THE ROAD	2012
16	SEXION D ASSAUT	MA DIRECTION	2012
17	KID CUDI	PURSUIT OF HAPPINESS	2012
18	PITBULL	BACK IN TIME	2012
19	SEXION D ASSAUT	WATI	2012
20	TAL	LE SENS DE LA VIE FEAT L ALGERINO	2012
21	FLO RIDA	WHISTLE	2012
22	RIHANNA	WHERE HAVE YOU BEEN	2012
23	NICKY MINAJ	STARSHIPS	2012
24	IRMA YOUSSOUPHA	I KNOW	2012
25	FUN	WE ARE YOUNG FEAT JANELLE MONA E	2012
26	DAVID GUETTA SIA	TITANIUM	2012
27	LMFAO	SEXY AND I KNOW IT	2012
28	SHAKA PONK	MY NAME IS STAIN	2012
29	KAVINSKY	NIGHTCALL	2012
30	DAVID GUETTA	SHE WOLF	2012
31	COLLECTIF PARIS AFRICA POUR L UNICEF	DES RICOCHETS	2012
32	WILL I AM EVA SIMONS	THIS IS LOVE	2012
33	DJ ANTOINE FEAT THE BEAT SHAKERS	MA CHERIE	2012
34	MATT HOUSTON	POSITIF	2012
35	SHY M	ET ALORS	2012
36	KEEDZ	STAND ON THE WORD	2012
37	ADELE	ROLLING IN THE DEEP	2012
38	JOSE DE RICO HENRY MENDEZ	RAYOS DE SOL	2012
39	M83	MIDNIGHT CITY	2012
40	ALEX FERRARI	BARA BARA BERE BERE	2012
41	PITBULL FEATURING CHRIS BROWN	INTERNATIONAL LOVE	2012
42	MAROON 5	PAYPHONE	2012
43	ADELE	SET FIRE TO THE RAIN	2012
44	JAY Z	NI AS IN PARIS	2012
45	WIZ KHALIFA SNOOP DOGG	YOUNG WILD FREE FEAT BRUNO MARS	2012
46	WILL I AM BRITNEY SPEARS	SCREAM SHOUT	2012
47	Marlon Roudette	New Age	2012
48	KHALED	C EST LA VIE	2012
49	COLDPLAY	PARADISE	2012
50	ORELSAN	LA TERRE EST RONDE	2012
51	OWL CITY	GOOD TIME	2012
52	FOSTER THE PEOPLE	PUMPED UP KICKS	2012
53	BIRDY	PEOPLE HELP THE PEOPLE	2012
54	DAVID GUETTA NICKI MINAJ	TURN ME ON	2012
55	ALICIA KEYS FEATURING NICKI MINAJ	GIRL ON FIRE	2012
56	BB BRUNES	COUPS ET BLESSURES	2012
57	MADONNA	MADONNA - GIVE ME ALL YOUR LUVIN	2012
58	RIHANNA	WE FOUND LOVE	2012
59	DJ MAM S	ZUMBA HE ZUMBA HA	2012
60	JESSIE J	DOMINO	2012
61	BRUNO MARS	LOCKED OUT OF HEAVEN	2012
62	Avicii	Levels	2012
63	EMELI SANDE	NEXT TO ME	2012
64	YOUSSOUPHA	DREAMIN	2012
65	CHRIS BROWN	DON T WAKE ME UP	2012
66	SKIP THE USE	GHOST	2012
67	R I O	PARTY SHAKER	2012
68	EMELI SANDE	READ ALL ABOUT IT PT III	2012
69	FLO RIDA	GOOD FEELING	2012
70	BREAKBOT	BABY I M YOURS	2012
71	ALEX CLARE	TOO CLOSE DISTANCE	2012
72	FLO RIDA	WILD ONES FEAT SIA	2012
73	JENNIFER LOPEZ FEAT PITBULL	DANCE AGAIN	2012
74	TAIO CRUZ FLO RIDA	HANGOVER	2012
75	MAROON 5 FEAT CHRISTINA AGUILERA	MOVES LIKE JAGGER	2012
76	CELINE DION	PARLER A MON PERE	2012
77	Lucenzo	Danza Kuduro	2012
78	LMFAO	Party Rock Anthem	2012
79	SHAKIRA	ADDICTED TO YOU	2012
80	SIMPLE PLAN	SUMMER PARADISE	2012
81	MUSE	MADNESS	2012
82	SELENA GOMEZ THE SCENE	LOVE YOU LIKE A LOVE SONG	2012
83	MOUSSIER TOMBOLA	LOGOBITOMBO	2012
84	VANESSA PARADIS M	LA SEINE	2012
85	MAROON 5	ONE MORE NIGHT	2012
86	FLO RIDA	I CRY	2012
87	GENERATION GOLDMAN (M POKORA ET TAL)	ENVOLE MOI	2012
88	RIHANNA COLDPLAY	PRINCESS OF CHINA EP	2012
89	KEEN V	LES MOTS	2012
90	Rod Janois	Ca Ira Mon Amour	2012
91	SEAN PAUL	SHE DOESN T MIND	2012
92	GOSSIP	HEAVY CROSS	2012
93	BOB SINCLAR FEAT PITBULL DRAGONFLY FATMAN SCOOP	ROCK THE BOAT	2012
94	MYLENE FARMER	A L OMBRE	2012
95	BASTO	AGAIN AGAIN	2012
96	LANA DEL REY	BORN TO DIE	2012
97	KATY PERRY	PART OF ME	2012
98	AXEL TONY TUNISIANO	AVEC TOI	2012
99	LMFAO	SORRY FOR PARTY ROCKING	2012
100	MIKA	ELLE ME DIT	2012
101	KELLY CLARKSON	STRONGER	2012
102	WHITNEY HOUSTON TONY BRAXTON	I WILL ALWAYS LOVE YOU	2012
103	FAR EAST MOVEMENT TRIBUTE TEAM	LIVE MY LIFE	2012
104	JAY Z	EMPIRE STATE OF MIND	2012
105	SKRILLEX	BANGARANG EP	2012
106	GLOBAL DEEJAYS	HARDCORE VIBES	2012
107	LIL WAYNE FEAT BRUNO MARS	MIRROR	2012
108	CANARDO	M EN ALLER	2012
109	EARTH WIND FIRE	SEPTEMBER	2012
110	TRAIN	DRIVE BY	2012
111	DAVID GUETTA	WITHOUT YOU (FEAT. USHER)	2012
112	CASCADA	SUMMER OF LOVE	2012
113	DRAKE	TAKE CARE	2012
114	YVES V BASTO	CLOUDBREAKER	2012
115	YEAH YEAH YEAHS	HEADS WILL ROLL A TRAK	2012
116	CORNEILLE KRISTINA MARIA	CO PILOT	2012
117	NICKI MINAJ	POUND THE ALARM	2012
118	M POKORA	JUSTE UN INSTANT	2012
119	SHAKIRA FEATURING FRESHLYGROUND	WAKA WAKA (THIS TIME FOR AFRICA) (THE 2010 OFFICIAL FIFA WOR	2012
120	KEEN V	MA VIE AU SOLEIL	2012
121	ONE DIRECTION	WHAT MAKES YOU BEAUTIFUL	2012
122	LES ENFOIRES	ENCORE UN AUTRE HIVER	2012
123	SHY M	ON SE FOUT DE NOUS	2012
124	SEXION D ASSAUT	PROBLEMES D ADULTES	2012
125	USHER	SCREAM	2012
126	Justin Bieber	Boyfriend	2012
127	DRY	MA MELODIE	2012
128	MADONNA	GIRL GONE WILD	2012
129	SEXION D ASSAUT	BALADER	2012
130	Lana Del Rey	Blue Jeans	2012
131	THE WANTED	GLAD YOU CAME	2012
132	KATY PERRY	FIREWORK	2012
133	CALVIN HARRIS	FEEL SO CLOSE	2012
134	ELLIE GOULDING	LIGHTS	2012
135	JENIFER	SUR LE FIL	2012
136	SEAN PAUL	HOLD ON	2012
137	KATY PERRY	WIDE AWAKE	2012
138	LAURENT VOULZY	JEANNE	2012
139	JASON DERULO	BREATHING	2012
140	KENZA FARAH FEAT SOPRANO	COUP DE COEUR	2012
141	CHRIS BROWN	TURN UP THE MUSIC	2012
142	THE BLACK EYED PEAS	I GOTTA FEELING	2012
143	EARTH WIND FIRE	BOOGIE WONDERLAND	2012
144	ED SHEERAN	THE A TEAM	2012
145	BASTO	I RAVE YOU BASTO	2012
146	RIHANNA	TALK THAT TALK	2012
147	LINKIN PARK	BURN IT DOWN	2012
148	FAR EAST MOVEMENT COVER DRIVE	TURN UP THE LOVE	2012
149	NE YO	LET ME LOVE YOU	2012
150	GOSSIP	PERFECT WORLD	2012
151	BIG ALI FEAT WATI B	WATIBIGALI	2012
152	DJ MAM S	FIESTA BUENA	2012
153	NRJ COMPILATIONS	THE ONE THAT GOT AWAY	2012
154	Mylène Farmer	DU TEMPS	2012
155	JEFF BUCKLEY	HALLELUJAH	2012
156	PINK	TRY	2012
157	LAZA MORGAN	ONE BY ONE	2012
158	RIHANNA	YOU DA ONE	2012
159	BOOBA	SCARFACE	2012
160	PINK	BLOW ME	2012
161	KE HA	DIE YOUNG	2012
162	PULCINO PIO	IL PULCINO PIO O PINTINHO PIU	2012
163	TAL	JE PRENDS LE LARGE FEAT MOKOBE	2012
164	DAVID GUETTA CHRIS BROWN LIL WAYNE	I CAN ONLY IMAGINE	2012
165	Lucenzo	Baila Morena	2012
166	WIZ KHALIFA	WORK HARD PLAY HARD	2012
167	ONE DIRECTION	LIVE WHILE WE RE YOUNG	2012
168	SULTAN FEAT ROHFF	4 ETOILES	2012
169	BRUNO MARS	MARRY YOU	2012
170	HAVANA BROWN PITBULL	WE RUN THE NIGHT	2012
171	SHAKA PONK	LET S BANG	2012
172	AMEL BENT	JE RESTE	2012
173	COBRA STARSHIP FEAT SABI	YOU MAKE ME FEEL	2012
174	RIHANNA	MAN DOWN	2012
175	THE BLACK KEYS	LONELY BOY	2012
176	AMEL BENT	DELIT	2012
177	JENIFER	L AMOUR MOI	2012
178	ORNETTE	CRAZY	2012
179	METRONOMY	THE LOOK	2012
180	SEXION D ASSAUT	J RESTE DEBOUT	2012
181	SELAH SUE	THIS WORLD	2012
182	MIKE CANDYS JACK HOLIDAY	CHILDREN	2012
183	SELAH SUE	RAGGAMUFFIN	2012
184	SWEDISH HOUSE MAFIA	GREYHOUND	2012
185	BASTIAN BAKER	HALLELUJAH	2012
186	1789 LES AMANTS DE LA BASTILLE	POUR LA PEINE	2012
187	SCORPIONS	STILL LOVING YOU	2012
188	SEXION D ASSAUT	DESOLE	2012
189	HARDWELL	SPACEMAN	2012
190	RADIOHEAD	CREEP	2012
191	LUDOVICO EINAUDI	FLY	2012
192	ELECTRIC GUEST	THIS HEAD I HOLD	2012
193	ZAZ	EBLOUIE PAR LA NUIT	2012
194	U2	WITH OR WITHOUT YOU	2012
195	M	MOJO	2012
196	BOOBA	CARAMEL	2012
197	EAGLES	HOTEL CALIFORNIA	2012
198	NRJ COMPILATIONS	SOMETHING IN THE WATER	2012
199	ROBBIE WILLIAMS	CANDY	2012
0	DAFT PUNK FEAT. PHARRELL WILLIAMS	GET LUCKY	2013
1	ROBIN THICKE FEAT. T.I. & PHARRELL	BLURRED LINES	2013
2	STROMAE	PAPAOUTAI	2013
3	MACKLEMORE FEAT. WANZ	THRIFT SHOP	2013
4	STROMAE	FORMIDABLE	2013
5	AVICII	WAKE ME UP	2013
6	BRUNO MARS	LOCKED OUT OF HEAVEN	2013
7	MACKLEMORE & RYAN LEWIS FEAT. RAY DALTON	CAN'T HOLD US	2013
8	MAÎTRE GIMS	J'ME TIRE	2013
9	MAÎTRE GIMS	BELLA	2013
10	RIHANNA FEAT. MIKKY EKKO	STAY	2013
11	ADELE	SKYFALL	2013
12	WILL.I.AM FEAT. BRITNEY SPEARS	SCREAM & SHOUT	2013
13	ASAF AVIDAN & THE MOJOS	ONE DAY / RECKONING SONG	2013
14	JAMES ARTHUR	IMPOSSIBLE	2013
15	PSY	GANGNAM STYLE	2013
16	P!NK FEAT. NATE RUESS	JUST GIVE ME A REASON	2013
17	ALEX HEPBURN	UNDER	2013
18	RIHANNA	DIAMONDS	2013
19	MAJOR LAZER FEAT. BUSY SIGNAL, THE FLEXICAN & FS GREEN	WATCH OUT FOR THIS (BUMAYE)	2013
20	MARTIN GARRIX	ANIMALS	2013
21	THE LUMINEERS	HO HEY	2013
22	PASSENGER	LET HER GO	2013
23	BAKERMAT	VANDAAG	2013
24	DAVID GUETTA FEAT. NE-YO & AKON	PLAY HARD	2013
25	BRUNO MARS	TREASURE	2013
26	BRUNO MARS	WHEN I WAS YOUR MAN	2013
27	C2C	HAPPY	2013
28	YOUSSOUPHA FEAT. AYNA	ON SE CONNAIT	2013
29	KATY PERRY	ROAR	2013
30	BIRDY	PEOPLE HELP THE PEOPLE	2013
31	KAVINSKY	ROADGAME	2013
32	VITAA FEAT. MAÎTRE GIMS	GAME OVER	2013
33	EMMANUEL MOIRE	BEAU MALHEUR	2013
34	JOHN NEWMAN	LOVE ME AGAIN	2013
35	BINGO PLAYERS FEAT. FAR EAST MOVEMENT	GET UP (RATTLE)	2013
36	EMELI SANDÉ	READ ALL ABOUT IT (PART III)	2013
37	MILEY CYRUS	WRECKING BALL	2013
38	NAUGHTY BOY FEAT. SAM SMITH	LA LA LA	2013
39	STROMAE	TOUS LES MÊMES	2013
40	KAVINSKY	NIGHTCALL	2013
41	CALVIN HARRIS	FEEL SO CLOSE	2013
42	TAYLOR SWIFT	I KNEW YOU WERE TROUBLE	2013
43	CALVIN HARRIS FEAT. ELLIE GOULDING	I NEED YOUR LOVE	2013
44	LYKKE LI	I FOLLOW RIVERS	2013
45	DJ ASSAD	LI TOURNER 2013	2013
46	ICONA POP FEAT. CHARLI XCX	I LOVE IT	2013
47	LANA DEL REY	SUMMERTIME SADNESS	2013
48	MAÎTRE GIMS FEAT. DRY	ONE SHOT	2013
49	KEEN' V	LA VIE DU BON CÔTÉ	2013
50	SAULE FEAT. CHARLIE WINSTON	DUSTY MEN	2013
51	WILL.I.AM FEAT. JUSTIN BIEBER	#THATPOWER	2013
52	ZAZ	ON IRA	2013
53	CHRISTOPHE MAÉ	TOMBÉ SOUS LE CHARME	2013
54	JOYCE JONATHAN	ÇA IRA	2013
55	DVBBS & BORGEOUS	TSUNAMI	2013
56	P!NK	TRY	2013
57	JABBERWOCKY	PHOTOMATON	2013
58	BRICE CONRAD	OH LA	2013
59	JASON DERULO FEAT. 2 CHAINZ	TALK DIRTY	2013
60	EMINEM FEAT. RIHANNA	THE MONSTER	2013
61	PHARRELL WILLIAMS	HAPPY	2013
62	ALICIA KEYS	GIRL ON FIRE	2013
63	LORDE	ROYALS	2013
64	BAAUER	HARLEM SHAKE	2013
65	AVICII	HEY BROTHER	2013
66	BIG ALI FEAT. WATI-B	WATIBIGALI	2013
67	LES ENFOIRÉS	ATTENTION AU DÉPART	2013
68	SÉBASTIEN PATRICK	QUAND IL PÈTE IL TROUE SON SLIP	2013
69	TEXAS	THE CONVERSATION	2013
70	CAPITAL CITIES	SAFE AND SOUND	2013
71	ELLIE GOULDING	BURN	2013
72	CARLY RAE JEPSEN	CALL ME MAYBE	2013
73	JUSTIN TIMBERLAKE	MIRRORS	2013
74	SHOWTEK	SLOW DOWN	2013
